RSSI,Name,Timestamp
-83,egopi3,1489692152153
-70,egopi1,1489692152193
-75,egopi2,1489692152229
-85,egopi3,1489692152280
-68,egopi1,1489692152319
-69,egopi1,1489692152444
-71,egopi2,1489692152477
-85,egopi3,1489692152533
-72,egopi1,1489692152568
-68,egopi2,1489692152596
-83,egopi3,1489692152659
-88,egopi1,1489692152695
-65,egopi2,1489692152731
-70,egopi1,1489692152823
-60,egopi2,1489692152852
-100,null,1489692152888
-84,egopi3,1489692152913
-69,egopi1,1489692152949
-70,egopi2,1489692152981
-89,egopi3,1489692153043
-68,egopi1,1489692153074
-63,egopi2,1489692153105
-81,egopi3,1489692153172
-70,egopi1,1489692153200
-77,egopi3,1489692153299
-61,egopi2,1489692153362
-82,egopi3,1489692153423
-74,egopi1,1489692153455
-67,egopi2,1489692153486
-79,egopi3,1489692153548
-71,egopi1,1489692153580
-63,egopi2,1489692153613
-74,egopi1,1489692153707
-63,egopi2,1489692153742
-83,egopi3,1489692153802
-65,egopi1,1489692153838
-61,egopi2,1489692153870
-82,egopi3,1489692153931
-61,egopi2,1489692153993
-66,egopi1,1489692154090
-65,egopi2,1489692154124
-97,null,1489692154158
-77,egopi3,1489692154190
-64,egopi1,1489692154225
-65,egopi2,1489692154255
-82,egopi3,1489692154315
-67,egopi1,1489692154346
-64,egopi2,1489692154378
-76,egopi3,1489692154444
-68,egopi1,1489692154477
-59,egopi2,1489692154508
-78,egopi3,1489692154571
-63,egopi2,1489692154624
-78,egopi3,1489692154697
-68,egopi1,1489692154729
-70,egopi2,1489692154763
-81,egopi3,1489692154824
-70,egopi1,1489692154852
-81,egopi2,1489692154888
-72,egopi1,1489692154977
-77,egopi2,1489692155039
-77,egopi3,1489692155081
-67,egopi1,1489692155114
-76,egopi2,1489692155148
-67,egopi1,1489692155234
-81,egopi2,1489692155267
-79,egopi3,1489692155329
-66,egopi1,1489692155362
-71,egopi2,1489692155395
-97,null,1489692155439
-76,egopi3,1489692155470
-67,egopi1,1489692155504
-75,egopi2,1489692155536
-76,egopi3,1489692155584
-62,egopi1,1489692155614
-69,egopi2,1489692155641
-77,egopi3,1489692155710
-70,egopi1,1489692155743
-83,egopi2,1489692155789
-74,egopi3,1489692155835
-74,egopi2,1489692155895
-76,egopi3,1489692155963
-75,egopi1,1489692156004
-79,egopi2,1489692156045
-73,egopi3,1489692156088
-62,egopi1,1489692156128
-76,egopi2,1489692156162
-74,egopi3,1489692156215
-59,egopi1,1489692156256
-75,egopi2,1489692156294
-78,egopi3,1489692156340
-58,egopi1,1489692156385
-82,egopi2,1489692156417
-74,egopi3,1489692156466
-65,egopi1,1489692156509
-73,egopi2,1489692156549
-73,egopi3,1489692156607
-66,egopi1,1489692156657
-71,egopi2,1489692156663
-75,egopi3,1489692156727
-64,egopi1,1489692156765
-64,egopi2,1489692156805
-74,egopi3,1489692156852
-73,egopi1,1489692156888
-80,egopi2,1489692156923
-70,egopi3,1489692156979
-63,egopi1,1489692157018
-84,egopi2,1489692157052
-76,egopi3,1489692157107
-61,egopi1,1489692157142
-74,egopi3,1489692157233
-64,egopi1,1489692157273
-76,egopi2,1489692157313
-76,egopi3,1489692157364
-68,egopi1,1489692157403
-90,egopi2,1489692157439
-73,egopi3,1489692157484
-61,egopi1,1489692157519
-79,egopi2,1489692157557
-78,egopi3,1489692157612
-76,egopi2,1489692157675
-74,egopi3,1489692157738
-52,egopi1,1489692157799
-84,Surge,1489692157841
-79,egopi3,1489692157886
-66,egopi1,1489692157922
-59,egopi1,1489692158028
-77,egopi2,1489692158088
-75,egopi3,1489692158122
-69,egopi1,1489692158154
-80,egopi2,1489692158184
-76,egopi3,1489692158246
-68,egopi1,1489692158281
-87,egopi2,1489692158309
-76,egopi3,1489692158373
-74,egopi1,1489692158420
-75,egopi3,1489692158503
-55,egopi1,1489692158536
-79,egopi2,1489692158572
-69,egopi3,1489692158626
-65,egopi1,1489692158661
-66,egopi3,1489692158760
-68,egopi1,1489692158820
-76,egopi2,1489692158831
-70,egopi3,1489692158886
-66,egopi1,1489692158915
-83,egopi2,1489692158953
-72,egopi3,1489692159016
-60,egopi1,1489692159051
-73,egopi2,1489692159091
-70,egopi3,1489692159148
-61,egopi1,1489692159188
-83,egopi2,1489692159220
-68,egopi3,1489692159269
-69,egopi1,1489692159305
-78,egopi2,1489692159337
-68,egopi3,1489692159395
-80,egopi1,1489692159438
-74,egopi2,1489692159483
-69,egopi3,1489692159522
-67,egopi1,1489692159557
-79,egopi2,1489692159591
-69,egopi3,1489692159650
-71,egopi1,1489692159688
-61,egopi3,1489692159777
-65,egopi1,1489692159818
-63,egopi3,1489692159901
-64,egopi1,1489692159949
-82,egopi2,1489692159961
-65,egopi3,1489692160027
-64,egopi1,1489692160064
-74,egopi2,1489692160093
-68,egopi3,1489692160154
-65,egopi1,1489692160198
-72,egopi2,1489692160233
-80,Surge,1489692160240
-75,egopi3,1489692160280
-67,egopi1,1489692160316
-84,egopi2,1489692160347
-56,egopi3,1489692160410
-80,egopi1,1489692160443
-84,egopi2,1489692160478
-57,egopi3,1489692160536
-68,egopi1,1489692160582
-84,egopi2,1489692160622
-75,egopi3,1489692160662
-70,egopi1,1489692160707
-91,egopi2,1489692160745
-62,egopi3,1489692160791
-68,egopi1,1489692160835
-85,egopi2,1489692160874
-57,egopi3,1489692160920
-64,egopi1,1489692160953
-75,egopi2,1489692160988
-67,egopi3,1489692161042
-62,egopi1,1489692161082
-79,egopi2,1489692161126
-58,egopi3,1489692161170
-75,egopi1,1489692161205
-76,egopi2,1489692161244
-54,egopi3,1489692161294
-68,egopi1,1489692161335
-81,egopi2,1489692161378
-53,egopi3,1489692161423
-83,Surge,1489692161459
-65,egopi1,1489692161464
-80,egopi2,1489692161496
-57,egopi3,1489692161548
-71,egopi1,1489692161577
-85,egopi2,1489692161613
-52,egopi3,1489692161674
-61,egopi1,1489692161708
-81,egopi2,1489692161740
-59,egopi3,1489692161800
-65,egopi1,1489692161836
-84,egopi2,1489692161868
-54,egopi3,1489692161929
-73,egopi1,1489692161958
-49,egopi3,1489692162052
-75,egopi1,1489692162085
-82,egopi2,1489692162115
-49,egopi3,1489692162183
-65,egopi1,1489692162218
